Point Name,Line,Location,Terminal,Point Name,trend,count,Type,Contains Outliers
(SD) TRK S TC & C RM 101 N  M125T2D2,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T2 ,(SD) TRK S TC & C RM 101 N  M125T2D2,"1,1,4",6,,False
(SL) EMR EXIT-2 N B  HATCH 405  M101T4i4,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T4 ,(SL) EMR EXIT-2 N B  HATCH 405  M101T4i4,2,2,HATCH,False
(SL) MEZ N BATT RM 77  M101T4D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T4,(SL) MEZ N BATT RM 77  M101T4D1,1,1,,False
(SL) MEZ N BATT RM 77  M101T4i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T4,(SL) MEZ N BATT RM 77  M101T4i1,1,1,,False
(SL) MEZ N TC&C RM 79  M101T5D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T5 ,(SL) MEZ N TC&C RM 79  M101T5D1,"3,4,4,1,1,2,1",16,,False
(SL) MEZ N TC&C RM 79  M101T5i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T5 ,(SL) MEZ N TC&C RM 79  M101T5i1,"3,4,4,1,1,2,1",16,,False
(SL) MEZ N VALVE RM 80  M101T6D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T6,(SL) MEZ N VALVE RM 80  M101T6D1,1,1,,False
(SL) MEZ NE EMR EXIT STR 14  M101T6D2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T6 ,(SL) MEZ NE EMR EXIT STR 14  M101T6D2,"7,3,5,7,4,7",33,PUBLIC Emergency Exit ,False
(SL) MEZ NE EMR EXIT STR 14  M101T6i2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T6 ,(SL) MEZ NE EMR EXIT STR 14  M101T6i2,"7,3,5,7,4,7",33,PUBLIC Emergency Exit ,False
(SL) MEZ NW BRDG EMR EX STR 15A  M101T1D2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T1 ,(SL) MEZ NW BRDG EMR EX STR 15A  M101T1D2,"6,5,6,4,8,7,8,7,10",61,,True
(SL) MEZ NW EMR EXIT STR 15  M101T1D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T1 ,(SL) MEZ NW EMR EXIT STR 15  M101T1D1,"7,3,4,5,5,7,5,5,5",46,PUBLIC Emergency Exit ,False
(SL) MEZ NW EMR EXIT STR 15  M101T1i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T1 ,(SL) MEZ NW EMR EXIT STR 15  M101T1i1,"7,3,4,5,5,7,5,5,5",46,PUBLIC Emergency Exit ,False
(SL) MEZ SE ELEC RM 91   M101T8D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T8 ,(SL) MEZ SE ELEC RM 91   M101T8D1,1,1,,False
(SL) MEZ SE ELEC RM 91   M101T8i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T8 ,(SL) MEZ SE ELEC RM 91   M101T8i1,1,1,,False
(SL) MEZ SE EMR EX STR 11AB   M101T8i2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T8 ,(SL) MEZ SE EMR EX STR 11AB   M101T8i2,"21,17,25,15,21,19,22,17,23",180,PUBLIC Emergency Exit ,False
(SL) MEZ SE EMR EX STR 11AB DR  M101T8D2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T8 ,(SL) MEZ SE EMR EX STR 11AB DR  M101T8D2,"21,17,25,15,21,19,22,17,23",180,,False
(SL) MEZ SW EMR EX STR 10A  M101T11D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T11 ,(SL) MEZ SW EMR EX STR 10A  M101T11D1,"9,8,8,7,10,13,8,8,10",81,PUBLIC Emergency Exit,True
(SL) MEZ SW EMR EX STR 10A  M101T11i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T11 ,(SL) MEZ SW EMR EX STR 10A  M101T11i1,"9,8,8,7,10,13,8,8,10",81,PUBLIC Emergency Exit,True
(SL) NE ELEV ROLLUP DOOR   M101T9i3,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T9 ,(SL) NE ELEV ROLLUP DOOR   M101T9i3,"1,1,9,6,1166,1887,42,2268,874",6254,,True
(SL) NE ELV ROLLUP DR EXT LCP   M101T9D1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T9 ,(SL) NE ELV ROLLUP DR EXT LCP   M101T9D1,"2,2,2,2,2,2,2,2",16,,False
(SL) NE ELV ROLLUP DR EXT LCP   M101T9i1,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T9 ,(SL) NE ELV ROLLUP DR EXT LCP   M101T9i1,"2,2,2,2,2,2,2,2",16,,False
(SL) NE ELV ROLLUP DR INT LCP   M101T9i2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T9 ,(SL) NE ELV ROLLUP DR INT LCP   M101T9i2,10,10,,False
(SL) NE ESC ROLLUP DR INT LCP  M10T10i2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T10 ,(SL) NE ESC ROLLUP DR INT LCP  M10T10i2,"7,2,1,19",29,,False
(SL) NW BRDG EMR EX STR 15A  M101T1i2,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T1 ,(SL) NW BRDG EMR EX STR 15A  M101T1i2,"6,5,6,4,8,7,8,7,10",61,PUBLIC Emergency Exit ,True
(SL) SE HATCH 11B   M101T8i3,MRL,7th St/Metro LRT,(SL) SEVENTH METRO LIGHT RAIL M101T8 ,(SL) SE HATCH 11B   M101T8i3,3,3,HATCH,False
(SM) E HATCH 1A  M79T6i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T6,(SM) E HATCH 1A  M79T6i3,1,1,HATCH,False
(SM) E ROLLUP DOOR  M79T5i4,MRL,7th St/Metro,(SM) SEVENTH METRO M79T5 ,(SM) E ROLLUP DOOR  M79T5i4,"4,1,1,1,1,1,1,1,1",12,,True
(SM) E ROLLUP DOOR EXT LCP  M79T5i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T5 ,(SM) E ROLLUP DOOR EXT LCP  M79T5i2,"3,1,2,1,1,1,1,1,1",12,,True
(SM) E ROLLUP DOOR INT LCP  M79T5i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T5 ,(SM) E ROLLUP DOOR INT LCP  M79T5i3,"4,1,1,1,1,1,1,1,1",12,,True
(SM) MEZ E ANC CORRIDOR 16N  M79T5D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T5 ,(SM) MEZ E ANC CORRIDOR 16N  M79T5D1,"1,2,1,3,2,1,1",11,,True
(SM) MEZ E ANC CORRIDOR 16N  M79T5i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T5 ,(SM) MEZ E ANC CORRIDOR 16N  M79T5i1,"1,2,1,3,2,1,1",11,,True
(SM) MEZ E ANC CORRIDOR 16S  M79T6D2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T6 ,(SM) MEZ E ANC CORRIDOR 16S  M79T6D2,"3,2,2,2,1,1",11,,False
(SM) MEZ E EMR EX STR 2/3A  M79T2D2,MRL,7th St/Metro,(SM) 79-2 TC & C ROOM M79T2 ,(SM) MEZ E EMR EX STR 2/3A  M79T2D2,"8,5,6,8,4,7,6,6,7",57,,True
(SM) MEZ E EMR EX STR 2/3A  M79T2i2,MRL,7th St/Metro,(SM) 79-2 TC & C ROOM M79T2 ,(SM) MEZ E EMR EX STR 2/3A  M79T2i2,"8,5,6,8,4,7,6,6,7",57,,True
(SM) MEZ E TC&C RM 13  M79T2D1,MRL,7th St/Metro,(SM) 79-2 TC & C ROOM M79T2 ,(SM) MEZ E TC&C RM 13  M79T2D1,"13,3,4,2,1",23,,True
(SM) MEZ E TC&C RM 13  M79T2i1,MRL,7th St/Metro,(SM) 79-2 TC & C ROOM M79T2 ,(SM) MEZ E TC&C RM 13  M79T2i1,"13,3,4,2,1",23,,True
(SM) MEZ E VALVE RM 11  M79T6D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T6 ,(SM) MEZ E VALVE RM 11  M79T6D1,3,3,,False
(SM) MEZ E VALVE RM 11  M79T6i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T6 ,(SM) MEZ E VALVE RM 11  M79T6i1,3,3,,False
(SM) MEZ W AUX PWR RM 24  M79T11D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T11 ,(SM) MEZ W AUX PWR RM 24  M79T11D1,"1,10,1",12,,False
(SM) MEZ W AUX PWR RM 24A  M79T11i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T11,(SM) MEZ W AUX PWR RM 24A  M79T11i3,2,2,,False
(SM) MEZ W CHILLER RM 59  M79T12i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T12 ,(SM) MEZ W CHILLER RM 59  M79T12i3,"1,4",5,,False
(SM) MEZ W EMR EXIT 6/7AB  M79T10D2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T10 ,(SM) MEZ W EMR EXIT 6/7AB  M79T10D2,"11,25,8,8,7,13,6,9,9",96,PUBLIC Emergency Exit ,True
(SM) MEZ W EMR EXIT 6/7AB  M79T10i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T10 ,(SM) MEZ W EMR EXIT 6/7AB  M79T10i2,"11,25,8,8,7,13,6,9,9",96,PUBLIC Emergency Exit ,True
(SM) MEZ W EXIT CORR 59A  M79T12i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T12 ,(SM) MEZ W EXIT CORR 59A  M79T12i2,"30,39,22,12,19,10,21,16,10",179,,True
(SM) MEZ W MECH RM 29  M79T10D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T10 ,(SM) MEZ W MECH RM 29  M79T10D1,"120,3",123,,False
(SM) MEZ W TPSS RM 63  M79T13D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T13 ,(SM) MEZ W TPSS RM 63  M79T13D1,"4,2,5,1,1,1",14,,False
(SM) MEZ W TPSS RM 63  M79T13i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T13 ,(SM) MEZ W TPSS RM 63  M79T13i1,"4,2,5,1,1,1",14,,False
(SM) MEZ W VALVE RM 36  M79T12D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T12 ,(SM) MEZ W VALVE RM 36  M79T12D1,"2,2",4,,False
(SM) MEZ W VALVE RM 36  M79T12i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T12 ,(SM) MEZ W VALVE RM 36  M79T12i1,"2,2",4,,False
(SM) MRL E SCP  M79T8i4,MRL,7th St/Metro,(SM) SEVENTH METRO M79T8 ,(SM) MRL E SCP  M79T8i4,"1,2,1,1",5,,False
(SM) PLT AL EAST EMR GATE 2  M79T7i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T7 ,(SM) PLT AL EAST EMR GATE 2  M79T7i2,"1,1",2,Platform End Gate,False
(SM) PLT AL WEST EMR GATE 4  M79T7i4,MRL,7th St/Metro,(SM) SEVENTH METRO M79T7 ,(SM) PLT AL WEST EMR GATE 4  M79T7i4,"8,32",40,Platform End Gate,False
(SM) PLT AR EAST EMR GATE 1  M79T7i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T7 ,(SM) PLT AR EAST EMR GATE 1  M79T7i1,"1,1,4",6,Platform End Gate,False
(SM) PLT AR WEST EMR GATE 3  M79T7i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T7 ,(SM) PLT AR WEST EMR GATE 3  M79T7i3,3,3,Platform End Gate,False
(SM) PLT E EMR EXIT STR 1  M79T3D2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T3 ,(SM) PLT E EMR EXIT STR 1  M79T3D2,"19,21,32,21,16,16,13,9,18",165,PUBLIC Emergency Exit ,True
(SM) PLT E EMR EXIT STR 1  M79T3i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T3 ,(SM) PLT E EMR EXIT STR 1  M79T3i2,"19,21,32,21,16,16,13,9,18",165,PUBLIC Emergency Exit ,True
(SM) PLT TRK 1 WEST EMR GATE 3  M79T9i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T9 ,(SM) PLT TRK 1 WEST EMR GATE 3  M79T9i3,"90,99,116,75",380,Platform End Gate,False
(SM) PLT TRK 2 EAST EMR GATE 2  M79T9i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T9 ,(SM) PLT TRK 2 EAST EMR GATE 2  M79T9i2,"85,82",167,Platform End Gate,False
(SM) PLT TRK 2 WEST EMR GATE 4  M79T9i4,MRL,7th St/Metro,(SM) SEVENTH METRO M79T9 ,(SM) PLT TRK 2 WEST EMR GATE 4  M79T9i4,"13,10,29,3,11,7,4,6",83,Platform End Gate,True
(SM) PLT W ELEC RM 54  M79T4D1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T4 ,(SM) PLT W ELEC RM 54  M79T4D1,1,1,,False
(SM) PLT W ELEC RM 54  M79T4i1,MRL,7th St/Metro,(SM) SEVENTH METRO M79T4 ,(SM) PLT W ELEC RM 54  M79T4i1,1,1,,False
(SM) PLT W EMR EXIT STR 6  M79T4D2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T4 ,(SM) PLT W EMR EXIT STR 6  M79T4D2,"9,11,17,4,8,3,7,16",75,PUBLIC Emergency Exit ,False
(SM) PLT W EMR EXIT STR 6  M79T4i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T4 ,(SM) PLT W EMR EXIT STR 6  M79T4i2,"9,11,17,4,8,3,7,16",75,PUBLIC Emergency Exit ,False
(SM) TC&C ROOM 13 M79,MRL,7th St/Metro,System at PINSVR,(SM) TC&C ROOM 13 M79,1,1,,False
(SM) W EMP  M79T8i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T8 ,(SM) W EMP  M79T8i2,"2,3,1",6,,False
(SM) W ROLLUP DOOR  M79T14i3,MRL,7th St/Metro,(SM) SEVENTH METRO M79T14 ,(SM) W ROLLUP DOOR  M79T14i3,"1,1,1,3,1,1",8,,True
(SM) W ROLLUP DOOR INT LCP  M79T14i2,MRL,7th St/Metro,(SM) SEVENTH METRO M79T14 ,(SM) W ROLLUP DOOR INT LCP  M79T14i2,"1,1",2,,False
(UB) STN 1 ELEC RM  M66T1D1,MRL,Universal Bridge,(UB) 66-1 UNIVERSAL BRIDGE ST1,(UB) STN 1 ELEC RM  M66T1D1,"1,3",4,,False
(UB) STN 1 ELEV RM  M66T2D1,MRL,Universal Bridge,(UB) 66-2 UNIVERSAL BRIDGE ST1,(UB) STN 1 ELEV RM  M66T2D1,"4,1,1",6,,False
(UB) STN 1 ESCALATOR RM  M66T1D2,MRL,Universal Bridge,(UB) 66-1 UNIVERSAL BRIDGE ST1,(UB) STN 1 ESCALATOR RM  M66T1D2,"1,2,3,1",7,,False
(UB) STN 2 ELEC RM  M66T3D1,MRL,Universal Bridge,(UB) 66-3 UNIVERSAL BRIDGE ST2,(UB) STN 2 ELEC RM  M66T3D1,"1,5",6,,False
(UB) STN 2 ELEV RM  M66T3D2,MRL,Universal Bridge,(UB) 66-3 UNIVERSAL BRIDGE ST2,(UB) STN 2 ELEV RM  M66T3D2,1,1,,False
(UB) STN 3 ELEC RM  M66T4D1,MRL,Universal Bridge,(UB) 66-4 UNIVERSAL BRIDGE ST3,(UB) STN 3 ELEC RM  M66T4D1,"4,7,10,2,24",47,,True
(UB) STN 3 ELEV RM  M66T5D1,MRL,Universal Bridge,(UB) 66-5 UNIVERSAL BRIDGE ST3,(UB) STN 3 ELEV RM  M66T5D1,2,2,,False
(UB) STN 3 ESCALATOR RM  M66T4D2,MRL,Universal Bridge,(UB) 66-4 UNIVERSAL BRIDGE ST3,(UB) STN 3 ESCALATOR RM  M66T4D2,"3,2",5,,False
(UC) E ROLLUP DOOR CONTACT  M117T3i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T3 ,(UC) E ROLLUP DOOR CONTACT  M117T3i3,"3,1,1,1,1,1,1,1",10,,True
(UC) E ROLLUP DOOR EXT DR LCP  M117T3D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T3 ,(UC) E ROLLUP DOOR EXT DR LCP  M117T3D1,"2,2,3,2,2,2,3",16,,False
(UC) E ROLLUP DOOR INT DR LCP  M117T3D2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T3 ,(UC) E ROLLUP DOOR INT DR LCP  M117T3D2,"1,2,2",5,,False
(UC) E STREET HATCH 8A  M118T6i2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T6 ,(UC) E STREET HATCH 8A  M118T6i2,"1,1,1",3,HATCH,False
(UC) E STREET HATCH 8B  M118T6i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T6,(UC) E STREET HATCH 8B  M118T6i3,"1,1",2,HATCH,False
(UC) L ANC EMR EXIT W CORR S205  M117T11D2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T11 ,(UC) L ANC EMR EXIT W CORR S205  M117T11D2,"69,73,43,98,104,86,64,45,47",629,,False
(UC) MEZ E CORR 206 N  M118T7i4,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T7 ,(UC) MEZ E CORR 206 N  M118T7i4,"5,2,2,2,2",13,,True
(UC) MEZ E CORR E206 W  M118T7i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T7 ,(UC) MEZ E CORR E206 W  M118T7i3,"10,4,1,9,1,4,4",33,,False
(UC) MEZ E EMR EXT STR 12  M118T7i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T7 ,(UC) MEZ E EMR EXT STR 12  M118T7i1,3,3,,False
(UC) MEZ E EMR EXT STR 13 RM 210  M118T7i2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T7 ,(UC) MEZ E EMR EXT STR 13 RM 210  M118T7i2,1,1,,False
(UC) MEZ EMR EXIT W CORR RM C209  M17T8D2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T8 ,(UC) MEZ EMR EXIT W CORR RM C209  M17T8D2,"1,4,2,3,2,4,2,6,1",25,,True
(UC) MEZ EMR EXIT W CORR RM C209  M17T8i2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T8 ,(UC) MEZ EMR EXIT W CORR RM C209  M17T8i2,"1,4,2,3,2,4,2,6,1",25,,True
(UC) MEZ SPR VALVE RM C212  M17T7i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T7,(UC) MEZ SPR VALVE RM C212  M17T7i1,1,1,,False
(UC) MEZ SPR VALVE RM C212 DR  M17T7D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T7,(UC) MEZ SPR VALVE RM C212 DR  M17T7D1,1,1,,False
(UC) MEZ W AUX PWR RM C219  M118T8i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T8,(UC) MEZ W AUX PWR RM C219  M118T8i1,"2,1",3,,False
(UC) MEZ W AUX PWR RM DR C219  M118T8D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T8,(UC) MEZ W AUX PWR RM DR C219  M118T8D1,"2,1",3,,False
(UC) MEZ W CORR RM C214 E  M117T8i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T8 ,(UC) MEZ W CORR RM C214 E  M117T8i1,"1,2,1,5,12,5,1",27,,True
(UC) MEZ W CORR RM C214 E DR  M117T8D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T8 ,(UC) MEZ W CORR RM C214 E DR  M117T8D1,"1,2,1,5,12,5,1",27,,True
(UC) MEZ W EMR EXT STR 3/4A  M17T7D2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T7 ,(UC) MEZ W EMR EXT STR 3/4A  M17T7D2,"7,8,3,4,2,3,6,5,4",42,,False
(UC) MEZ W EMR EXT STR 3/4A  M17T7i2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T7 ,(UC) MEZ W EMR EXT STR 3/4A  M17T7i2,"7,8,3,4,2,3,6,5,4",42,,False
(UC) MEZ W TC & C RM C216  M118T4i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T4 ,(UC) MEZ W TC & C RM C216  M118T4i1,"1,2,1",4,,False
(UC) MEZ W TC & C RM C216 DR  M118T4D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T4 ,(UC) MEZ W TC & C RM C216 DR  M118T4D1,"1,2,1",4,,False
(UC) PLT AR WEST EMR GATE 3  M118T5i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T5 ,(UC) PLT AR WEST EMR GATE 3  M118T5i3,"1,1,1,1,1",5,Platform End Gate,False
(UC) PLT E CUST RM E112  M118T31i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T3 ,(UC) PLT E CUST RM E112  M118T31i3,"5,9,7,13,11,10,11,7,14",87,,False
(UC) PLT E EMR EXIT STR 8  M118T9D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T9 ,(UC) PLT E EMR EXIT STR 8  M118T9D1,"31,40,21,24,5,30,14,19,13",197,,False
(UC) PLT E EMR EXIT STR 8  M118T9i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T9 ,(UC) PLT E EMR EXIT STR 8  M118T9i1,"31,40,21,23,5,30,14,19,13",196,,False
(UC) PLT W EMR EXIT STR 7  M117T12D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T12 ,(UC) PLT W EMR EXIT STR 7  M117T12D1,"16,9,3,14,9,52,7,3,3",116,,True
(UC) PLT W EMR EXIT STR 7  M117T12i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T12 ,(UC) PLT W EMR EXIT STR 7  M117T12i1,"16,9,3,14,9,52,7,3,3",116,,True
(UC) S EMP  M118T4i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M118T4,(UC) S EMP  M118T4i3,3,3,,False
(UC) U  W STREET HATCH 7A/7B  M117T10i2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T10 ,(UC) U  W STREET HATCH 7A/7B  M117T10i2,1,1,HATCH,False
(UC) U ANC E AUX PWR RM E306 E  M117T9i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T9 ,(UC) U ANC E AUX PWR RM E306 E  M117T9i1,"1,3",4,,False
(UC) U ANC E AUX PWR RM E306 E DR  M117T9D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T9 ,(UC) U ANC E AUX PWR RM E306 E DR  M117T9D1,"1,3",4,,False
(UC) U ANC W VEST RM S304  M117T10i1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T10,(UC) U ANC W VEST RM S304  M117T10i1,1,1,,False
(UC) U ANC W VEST RM S304 DR  M117T10D1,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T10,(UC) U ANC W VEST RM S304 DR  M117T10D1,1,1,,False
(UC) W ROLLUP DOOR CONTACT  M117T2i3,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T2 ,(UC) W ROLLUP DOOR CONTACT  M117T2i3,"1,1,1,1,3,1,2",10,,True
(UC) W ROLLUP DOOR INT LCP DR  M117T2D2,MRL,Universal City,(UC) UNIVERSAL CITY STATION M117T2 ,(UC) W ROLLUP DOOR INT LCP DR  M117T2D2,"1,1",2,,False
(US)  M91T5i2,MRL,Union Station,(US) Union Station M91T5 ,(US)  M91T5i2,"4,20,7,2,4,4,7,4,6",58,,True
(US)  MEZ E ELEC RM 204  M91T7D2,MRL,Union Station,(US) Union Station M91T7 ,(US)  MEZ E ELEC RM 204  M91T7D2,1,1,,False
(US) E EMR EX DOOR 1A (HATCH)  M91T2i3,MRL,Union Station,(US) Union Station M91T2 ,(US) E EMR EX DOOR 1A (HATCH)  M91T2i3,1,1,HATCH,False
(US) E MEZ TPSS E DR RM 203  M91T8i3,MRL,Union Station,(US) Union Station M91T8 ,(US) E MEZ TPSS E DR RM 203  M91T8i3,1,1,,False
(US) E MEZ TPSS W DR RM 203  M91T8D2,MRL,Union Station,(US) Union Station M91T8 ,(US) E MEZ TPSS W DR RM 203  M91T8D2,"1,1,1,2,4",9,,True
(US) E MEZ TPSS W DR RM 203  M91T8i2,MRL,Union Station,(US) Union Station M91T8 ,(US) E MEZ TPSS W DR RM 203  M91T8i2,"1,1,1,2,4",9,,True
(US) E ROLLUP DOOR CONTACT  M91T12i3,MRL,Union Station,(US) Union Station M91T12 ,(US) E ROLLUP DOOR CONTACT  M91T12i3,"3,3,1,1,3,3,3,2,2",21,,False
(US) E ROLLUP DOOR EXT LCP  M91T12D1,MRL,Union Station,(US) Union Station M91T12 ,(US) E ROLLUP DOOR EXT LCP  M91T12D1,"4,4,2,2,3,3,4,2,3",27,,False
(US) E ROLLUP DOOR EXT LCP  M91T12i1,MRL,Union Station,(US) Union Station M91T12 ,(US) E ROLLUP DOOR EXT LCP  M91T12i1,"4,4,2,2,3,3,4,2,3",27,,False
(US) E ROLLUP DOOR INT LCP  M91T12i2,MRL,Union Station,(US) Union Station M91T12 ,(US) E ROLLUP DOOR INT LCP  M91T12i2,"2,2,5,5,4,4,3",25,,False
(US) E STREET HATCH 2/3 A&B  M91T12i4,MRL,Union Station,(US) Union Station M91T12 ,(US) E STREET HATCH 2/3 A&B  M91T12i4,"1,1,1",3,HATCH,False
(US) MEZ E AUX PWR RM M11  M91T8D1,MRL,Union Station,(US) Union Station M91T8 ,(US) MEZ E AUX PWR RM M11  M91T8D1,"2,1,1,2",6,,False
(US) MEZ E AUX PWR RM M11  M91T8i1,MRL,Union Station,(US) Union Station M91T8 ,(US) MEZ E AUX PWR RM M11  M91T8i1,"2,1,1,2",6,,False
(US) MEZ E ELEC RM 204  M91T7i2,MRL,Union Station,(US) Union Station M91T7 ,(US) MEZ E ELEC RM 204  M91T7i2,1,1,,False
(US) MEZ E SCP  M91T3i3,MRL,Union Station,(US) Union Station M91T3 ,(US) MEZ E SCP  M91T3i3,"1,2",3,,False
(US) MEZ E VALVE RM M16  M91T9D2,MRL,Union Station,(US) Union Station M91T9 ,(US) MEZ E VALVE RM M16  M91T9D2,"1,1",2,,False
(US) MEZ E VALVE RM M16  M91T9i2,MRL,Union Station,(US) Union Station M91T9 ,(US) MEZ E VALVE RM M16  M91T9i2,"1,1",2,,False
(US) MEZ NE CORRIDOR M13  M91T9D1,MRL,Union Station,(US) Union Station M91T9 ,(US) MEZ NE CORRIDOR M13  M91T9D1,"3,1,1,2,8,1,2",18,,True
(US) MEZ NE CORRIDOR M13  M91T9i1,MRL,Union Station,(US) Union Station M91T9 ,(US) MEZ NE CORRIDOR M13  M91T9i1,"3,1,1,2,8,1,2",18,,True
(US) MEZ NE CORRIDOR M13 E  M91T7D1,MRL,Union Station,(US) Union Station M91T7 ,(US) MEZ NE CORRIDOR M13 E  M91T7D1,"1,1",2,,False
(US) MEZ NE CORRIDOR M13 E  M91T7i1,MRL,Union Station,(US) Union Station M91T7 ,(US) MEZ NE CORRIDOR M13 E  M91T7i1,"3,2",5,,False
(US) MEZ SE EMR EX CORR 2/3AB  M91T11D2,MRL,Union Station,(US) Union Station M91T11 ,(US) MEZ SE EMR EX CORR 2/3AB  M91T11D2,"1,2,5,3,3",14,PUBLIC Emergency Exit ,False
